county_type,state,county,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,county_state
Nonmetropolitan,texas,polk,65,2,14,6,43,618,227,347,44,4,polk_texas
Nonmetropolitan,texas,potter,26,0,2,3,21,251,75,159,17,5,potter_texas
Nonmetropolitan,texas,presidio,3,0,0,0,3,13,9,4,0,0,presidio_texas
Nonmetropolitan,texas,rains,17,0,7,0,10,187,44,138,5,0,rains_texas
Nonmetropolitan,texas,randall,36,0,1,2,33,373,127,215,31,8,randall_texas
Nonmetropolitan,texas,reagan,1,0,0,0,1,4,4,0,0,1,reagan_texas
Nonmetropolitan,texas,real,0,0,0,0,0,13,2,11,0,0,real_texas
Nonmetropolitan,texas,red river,19,1,2,2,14,170,75,79,16,5,red river_texas
Nonmetropolitan,texas,reeves,18,0,0,0,18,76,16,59,1,0,reeves_texas
Nonmetropolitan,texas,refugio,10,0,2,0,8,44,15,28,1,0,refugio_texas
Nonmetropolitan,texas,roberts,0,0,0,0,0,18,5,11,2,0,roberts_texas
Nonmetropolitan,texas,robertson,5,0,2,0,3,187,59,112,16,2,robertson_texas
Nonmetropolitan,texas,rockwall,30,0,3,1,26,215,69,137,9,0,rockwall_texas
Nonmetropolitan,texas,runnels,0,0,0,0,0,20,1,19,0,0,runnels_texas
Nonmetropolitan,texas,rusk,73,0,10,2,61,665,249,356,60,1,rusk_texas
Nonmetropolitan,texas,sabine,19,0,0,3,16,93,43,48,2,0,sabine_texas
Nonmetropolitan,texas,san augustine,22,0,1,0,21,86,39,46,1,3,san augustine_texas
Nonmetropolitan,texas,san jacinto,117,0,3,15,99,738,315,349,74,4,san jacinto_texas
Nonmetropolitan,texas,san patricio,32,1,13,2,16,272,85,172,15,0,san patricio_texas
Nonmetropolitan,texas,san saba,4,0,1,0,3,27,6,17,4,0,san saba_texas
Nonmetropolitan,texas,schleicher,0,0,0,0,0,13,6,7,0,0,schleicher_texas
Nonmetropolitan,texas,scurry,8,0,2,1,5,75,22,50,3,1,scurry_texas
Nonmetropolitan,texas,shackelford,1,0,1,0,0,49,5,38,6,0,shackelford_texas
Nonmetropolitan,texas,shelby,38,2,7,0,29,263,93,152,18,1,shelby_texas
Nonmetropolitan,texas,sherman,0,0,0,0,0,1,1,0,0,0,sherman_texas
Nonmetropolitan,texas,smith,238,5,47,23,163,2043,680,1224,139,18,smith_texas
Nonmetropolitan,texas,somervell,5,0,0,0,5,88,39,48,1,0,somervell_texas
Nonmetropolitan,texas,starr,71,2,7,2,60,336,151,152,33,3,starr_texas
Nonmetropolitan,texas,stephens,5,0,0,0,5,41,8,29,4,0,stephens_texas
Nonmetropolitan,texas,sterling,1,0,0,0,1,4,0,1,3,3,sterling_texas
Nonmetropolitan,texas,stonewall,0,0,0,0,0,26,16,10,0,0,stonewall_texas
Nonmetropolitan,texas,sutton,0,0,0,0,0,1,0,1,0,1,sutton_texas
Nonmetropolitan,texas,swisher,4,0,0,0,4,36,9,22,5,0,swisher_texas
Nonmetropolitan,texas,tarrant,124,3,16,12,93,1256,413,774,69,5,tarrant_texas
Nonmetropolitan,texas,taylor,21,0,3,1,17,152,78,60,14,1,taylor_texas
Nonmetropolitan,texas,terrell,4,0,0,0,4,9,6,3,0,0,terrell_texas
Nonmetropolitan,texas,terry,1,0,0,0,1,38,15,20,3,0,terry_texas
Nonmetropolitan,texas,throckmorton,1,0,0,0,1,0,0,0,0,0,throckmorton_texas
Nonmetropolitan,texas,titus,24,0,2,1,21,293,159,124,10,1,titus_texas
Nonmetropolitan,texas,tom green,36,0,16,3,17,237,77,150,10,6,tom green_texas
Nonmetropolitan,texas,travis,367,6,11,23,327,3461,1039,2279,143,48,travis_texas
Nonmetropolitan,texas,trinity,30,0,7,2,21,196,82,100,14,5,trinity_texas
Nonmetropolitan,texas,tyler,77,1,5,4,67,388,187,176,25,4,tyler_texas
Nonmetropolitan,texas,upshur,57,2,12,4,39,624,250,339,35,5,upshur_texas
Nonmetropolitan,texas,upton,1,0,0,0,1,25,2,21,2,0,upton_texas
Nonmetropolitan,texas,uvalde,22,1,0,1,20,129,44,75,10,0,uvalde_texas
Nonmetropolitan,texas,val verde,10,0,0,0,10,146,70,67,9,0,val verde_texas
Nonmetropolitan,texas,van zandt,78,0,0,3,75,813,352,397,64,1,van zandt_texas
Nonmetropolitan,texas,victoria,83,1,15,3,64,521,172,320,29,0,victoria_texas
Nonmetropolitan,texas,walker,92,3,9,5,75,418,173,204,41,0,walker_texas
Nonmetropolitan,texas,waller,20,0,1,1,18,292,119,154,19,0,waller_texas
Nonmetropolitan,texas,ward,4,0,1,1,2,77,28,45,4,0,ward_texas
Nonmetropolitan,texas,washington,24,0,4,0,20,184,75,97,12,2,washington_texas
Nonmetropolitan,texas,wharton,71,0,0,5,66,479,199,266,14,7,wharton_texas
Nonmetropolitan,texas,wheeler,6,0,1,0,5,45,12,31,2,0,wheeler_texas
Nonmetropolitan,texas,wichita,36,0,1,1,34,107,33,70,4,5,wichita_texas
Nonmetropolitan,texas,wilbarger,3,0,1,1,1,39,7,27,5,1,wilbarger_texas
Nonmetropolitan,texas,willacy,64,0,9,1,54,195,64,123,8,8,willacy_texas
Nonmetropolitan,texas,williamson,106,5,14,14,73,1288,315,933,40,12,williamson_texas
Nonmetropolitan,texas,wilson,33,1,3,0,29,255,81,153,21,0,wilson_texas
Nonmetropolitan,texas,winkler,3,0,0,1,2,32,7,24,1,0,winkler_texas
Nonmetropolitan,texas,wise,30,2,0,3,25,291,96,170,25,15,wise_texas
Nonmetropolitan,texas,wood,46,2,2,1,41,539,204,304,31,1,wood_texas
Nonmetropolitan,texas,yoakum,8,0,1,1,6,25,5,20,0,0,yoakum_texas
Nonmetropolitan,texas,young,15,0,1,0,14,89,29,58,2,3,young_texas
Nonmetropolitan,texas,zapata,21,0,1,1,19,264,143,106,15,0,zapata_texas
Nonmetropolitan,texas,zavala,27,0,1,2,24,85,39,45,1,3,zavala_texas
Nonmetropolitan,utah,beaver,4,0,1,0,3,36,11,18,7,0,beaver_utah
Nonmetropolitan,utah,box elder,4,0,0,1,3,227,48,167,12,0,box elder_utah
Nonmetropolitan,utah,cache,21,0,6,2,13,460,71,371,18,0,cache_utah
Nonmetropolitan,utah,carbon,8,1,0,1,6,162,34,125,3,1,carbon_utah
Nonmetropolitan,utah,daggett,0,0,0,0,0,18,9,9,0,0,daggett_utah
Nonmetropolitan,utah,davis,17,0,5,1,11,203,42,148,13,1,davis_utah
Nonmetropolitan,utah,duchesne,36,1,5,0,30,181,40,133,8,1,duchesne_utah
Nonmetropolitan,utah,emery,1,0,0,1,0,115,39,71,5,0,emery_utah
Nonmetropolitan,utah,grand,5,0,2,0,3,97,44,46,7,0,grand_utah
Nonmetropolitan,utah,iron,38,0,4,1,33,233,84,117,32,0,iron_utah
Nonmetropolitan,utah,juab,3,0,1,0,2,70,12,52,6,0,juab_utah
Nonmetropolitan,utah,millard,18,0,3,0,15,233,42,184,7,1,millard_utah
Nonmetropolitan,utah,morgan,5,2,1,0,2,62,21,41,0,0,morgan_utah
Nonmetropolitan,utah,rich,3,0,0,0,3,40,7,31,2,0,rich_utah
Nonmetropolitan,utah,salt lake,495,6,65,116,308,7922,1338,5853,731,37,salt lake_utah
Nonmetropolitan,utah,sevier,12,1,4,0,7,177,30,141,6,0,sevier_utah
Nonmetropolitan,utah,summit,25,0,2,4,19,480,57,393,30,1,summit_utah
Nonmetropolitan,utah,tooele,19,0,3,1,15,162,51,93,18,1,tooele_utah
Nonmetropolitan,utah,uintah,43,1,1,1,40,265,90,162,13,1,uintah_utah
Nonmetropolitan,utah,utah,36,0,5,0,31,312,80,219,13,1,utah_utah
Nonmetropolitan,utah,wasatch,12,0,1,0,11,165,39,119,7,0,wasatch_utah
Nonmetropolitan,utah,washington,17,0,3,0,14,159,48,97,14,3,washington_utah
Nonmetropolitan,utah,wayne,0,0,0,0,0,33,4,29,0,0,wayne_utah
Nonmetropolitan,utah,weber,40,1,11,4,24,1115,275,788,52,0,weber_utah
Nonmetropolitan,vermont,addison,0,0,0,0,0,0,0,0,0,0,addison_vermont
Nonmetropolitan,vermont,bennington,0,0,0,0,0,17,10,6,1,0,bennington_vermont
Nonmetropolitan,vermont,caledonia,0,0,0,0,0,0,0,0,0,0,caledonia_vermont
Nonmetropolitan,vermont,franklin,6,0,1,0,5,127,29,89,9,0,franklin_vermont
Nonmetropolitan,vermont,grand isle,4,0,0,0,4,48,20,25,3,0,grand isle_vermont
Nonmetropolitan,vermont,lamoille,9,0,2,0,7,136,29,102,5,0,lamoille_vermont
Nonmetropolitan,vermont,orange,4,0,3,0,1,47,20,24,3,0,orange_vermont
Nonmetropolitan,vermont,orleans,0,0,0,0,0,57,24,32,1,0,orleans_vermont
Nonmetropolitan,vermont,rutland,3,0,0,0,3,140,17,122,1,0,rutland_vermont
Nonmetropolitan,vermont,washington,0,0,0,0,0,0,0,0,0,0,washington_vermont
Nonmetropolitan,virginia,accomack,58,6,11,16,25,563,145,391,27,1,accomack_virginia
Nonmetropolitan,virginia,albemarle,106,1,21,22,62,1653,227,1375,51,12,albemarle_virginia
Nonmetropolitan,virginia,alleghany,15,1,4,1,9,158,47,103,8,3,alleghany_virginia
Nonmetropolitan,virginia,amelia,17,0,1,1,15,133,35,81,17,2,amelia_virginia
Nonmetropolitan,virginia,amherst,28,0,7,2,19,525,63,441,21,2,amherst_virginia
Nonmetropolitan,virginia,appomattox,13,1,2,1,9,127,27,94,6,1,appomattox_virginia
Nonmetropolitan,virginia,arlington,325,0,23,135,167,3739,251,3310,178,7,arlington_virginia
Nonmetropolitan,virginia,augusta,86,2,13,7,64,817,124,653,40,1,augusta_virginia
Nonmetropolitan,virginia,bedford,43,1,8,4,30,834,278,520,36,2,bedford_virginia
Nonmetropolitan,virginia,bland,5,0,1,1,3,49,15,32,2,2,bland_virginia
Nonmetropolitan,virginia,botetourt,23,0,2,3,18,286,60,213,13,4,botetourt_virginia
Nonmetropolitan,virginia,brunswick,12,1,0,3,8,145,60,65,20,1,brunswick_virginia
Nonmetropolitan,virginia,buchanan,27,3,6,1,17,488,131,325,32,0,buchanan_virginia
Nonmetropolitan,virginia,buckingham,23,0,5,5,13,238,57,158,23,12,buckingham_virginia
Nonmetropolitan,virginia,campbell,49,1,6,7,35,797,147,607,43,2,campbell_virginia
Nonmetropolitan,virginia,caroline,37,0,8,10,19,497,75,403,19,4,caroline_virginia
Nonmetropolitan,virginia,carroll,28,0,4,2,22,552,165,349,38,6,carroll_virginia
Nonmetropolitan,virginia,charles city,5,0,1,0,4,17,9,6,2,0,charles city_virginia
Nonmetropolitan,virginia,charlotte,21,1,1,3,16,121,28,89,4,1,charlotte_virginia
Nonmetropolitan,virginia,chesterfield,385,8,36,145,196,6697,1535,4925,237,59,chesterfield_virginia
Nonmetropolitan,virginia,clarke,9,0,4,2,3,141,34,100,7,1,clarke_virginia
Nonmetropolitan,virginia,craig,5,0,0,0,5,10,0,8,2,0,craig_virginia
Nonmetropolitan,virginia,culpeper,35,2,6,3,24,295,65,199,31,1,culpeper_virginia
Nonmetropolitan,virginia,cumberland,9,0,1,0,8,34,12,19,3,0,cumberland_virginia
Nonmetropolitan,virginia,dickenson,16,2,3,2,9,193,37,150,6,8,dickenson_virginia
Nonmetropolitan,virginia,dinwiddie,43,1,7,6,29,431,131,268,32,1,dinwiddie_virginia
Nonmetropolitan,virginia,essex,13,1,2,1,9,77,34,36,7,1,essex_virginia
Nonmetropolitan,virginia,fairfax,909,11,94,421,383,14775,1007,12898,870,73,fairfax_virginia
Nonmetropolitan,virginia,fauquier,38,1,11,7,19,684,114,535,35,4,fauquier_virginia
Nonmetropolitan,virginia,floyd,10,0,2,0,8,185,38,139,8,0,floyd_virginia
Nonmetropolitan,virginia,fluvanna,13,0,2,2,9,214,38,156,20,2,fluvanna_virginia
Nonmetropolitan,virginia,franklin,39,2,4,5,28,632,118,466,48,1,franklin_virginia
Nonmetropolitan,virginia,frederick,76,2,33,13,28,1513,337,1088,88,5,frederick_virginia
Nonmetropolitan,virginia,giles,24,1,1,0,22,176,42,126,8,1,giles_virginia
Nonmetropolitan,virginia,gloucester,35,8,3,7,17,522,76,421,25,4,gloucester_virginia
Nonmetropolitan,virginia,goochland,32,0,0,3,29,206,46,147,13,0,goochland_virginia
Nonmetropolitan,virginia,grayson,18,0,5,0,13,171,35,128,8,2,grayson_virginia
Nonmetropolitan,virginia,greene,26,3,2,2,19,252,24,216,12,2,greene_virginia
Nonmetropolitan,virginia,greensville,16,1,5,3,7,167,53,107,7,0,greensville_virginia
Nonmetropolitan,virginia,halifax,32,1,7,4,20,430,127,272,31,4,halifax_virginia
Nonmetropolitan,virginia,hanover,53,2,2,6,43,1112,124,925,63,2,hanover_virginia
Nonmetropolitan,virginia,henrico,428,10,31,232,155,7634,1276,5986,372,94,henrico_virginia
Nonmetropolitan,virginia,henry,168,7,9,21,131,1538,423,1039,76,7,henry_virginia
Nonmetropolitan,virginia,isle of wight,30,0,4,6,20,382,97,264,21,2,isle of wight_virginia
Nonmetropolitan,virginia,james city,80,2,19,16,43,971,161,786,24,17,james city_virginia
Nonmetropolitan,virginia,king and queen,10,0,0,0,10,65,27,33,5,0,king and queen_virginia
Nonmetropolitan,virginia,king george,22,0,8,4,10,335,65,247,23,2,king george_virginia
Nonmetropolitan,virginia,king william,7,0,2,3,2,102,48,52,2,0,king william_virginia
Nonmetropolitan,virginia,lancaster,11,1,5,0,5,120,33,84,3,1,lancaster_virginia
Nonmetropolitan,virginia,lee,32,1,4,1,26,198,37,156,5,0,lee_virginia
Nonmetropolitan,virginia,loudoun,237,1,45,36,155,2800,269,2377,154,27,loudoun_virginia
Nonmetropolitan,virginia,louisa,28,0,10,0,18,324,63,261,0,0,louisa_virginia
Nonmetropolitan,virginia,lunenburg,9,0,3,1,5,118,40,66,12,1,lunenburg_virginia
Nonmetropolitan,virginia,madison,15,3,1,2,9,119,19,93,7,1,madison_virginia
Nonmetropolitan,virginia,mathews,6,0,2,0,4,117,27,80,10,0,mathews_virginia
Nonmetropolitan,virginia,mecklenburg,25,0,4,3,18,367,101,250,16,7,mecklenburg_virginia
Nonmetropolitan,virginia,middlesex,12,1,1,4,6,161,36,116,9,0,middlesex_virginia
Nonmetropolitan,virginia,montgomery,32,0,11,1,20,508,144,349,15,6,montgomery_virginia
Nonmetropolitan,virginia,nelson,6,1,1,0,4,191,45,133,13,0,nelson_virginia
Nonmetropolitan,virginia,new kent,30,0,5,1,24,253,54,185,14,0,new kent_virginia
Nonmetropolitan,virginia,northampton,15,0,1,3,11,187,59,121,7,0,northampton_virginia
Nonmetropolitan,virginia,northumberland,9,0,2,2,5,146,39,99,8,2,northumberland_virginia
Nonmetropolitan,virginia,nottoway,7,0,0,1,6,88,20,63,5,3,nottoway_virginia
Nonmetropolitan,virginia,orange,15,0,3,2,10,232,39,183,10,1,orange_virginia
Nonmetropolitan,virginia,page,12,0,5,1,6,199,58,138,3,7,page_virginia
Nonmetropolitan,virginia,patrick,22,0,2,0,20,361,84,247,30,2,patrick_virginia
Nonmetropolitan,virginia,pittsylvania,44,4,10,8,22,663,242,390,31,4,pittsylvania_virginia
Nonmetropolitan,virginia,powhatan,13,3,3,1,6,240,79,147,14,2,powhatan_virginia
Nonmetropolitan,virginia,prince edward,12,0,2,2,8,62,18,37,7,1,prince edward_virginia
Nonmetropolitan,virginia,prince george,37,0,6,4,27,450,93,336,21,0,prince george_virginia
Nonmetropolitan,virginia,prince william,537,3,45,181,308,6965,967,5603,395,27,prince william_virginia
Nonmetropolitan,virginia,pulaski,33,0,5,2,26,733,117,593,23,2,pulaski_virginia
Nonmetropolitan,virginia,rappahannock,4,0,0,0,4,76,18,52,6,2,rappahannock_virginia
Nonmetropolitan,virginia,richmond,10,0,2,0,8,35,10,20,5,0,richmond_virginia
Nonmetropolitan,virginia,roanoke,98,0,20,12,66,1252,297,918,37,4,roanoke_virginia
Nonmetropolitan,virginia,rockbridge,23,0,2,3,18,268,49,209,10,2,rockbridge_virginia
Nonmetropolitan,virginia,rockingham,42,1,17,1,23,276,73,196,7,4,rockingham_virginia
Nonmetropolitan,virginia,russell,21,3,1,2,15,352,136,205,11,7,russell_virginia
Nonmetropolitan,virginia,scott,22,1,6,3,12,444,125,297,22,1,scott_virginia
Nonmetropolitan,virginia,shenandoah,28,0,4,3,21,418,106,308,4,0,shenandoah_virginia
Nonmetropolitan,virginia,smyth,40,3,5,0,32,352,62,271,19,5,smyth_virginia
Nonmetropolitan,virginia,southampton,19,0,2,1,16,282,81,176,25,4,southampton_virginia
Nonmetropolitan,virginia,spotsylvania,270,3,42,64,161,2580,268,2216,96,10,spotsylvania_virginia
Nonmetropolitan,virginia,stafford,171,2,34,29,106,1950,205,1639,106,12,stafford_virginia
Nonmetropolitan,virginia,surry,14,0,1,0,13,53,22,26,5,0,surry_virginia
Nonmetropolitan,virginia,sussex,9,0,0,3,6,168,40,114,14,1,sussex_virginia
Nonmetropolitan,virginia,tazewell,26,0,6,1,19,575,177,359,39,5,tazewell_virginia
Nonmetropolitan,virginia,warren,19,0,8,2,9,311,37,256,18,2,warren_virginia
Nonmetropolitan,virginia,washington,32,1,11,3,17,995,217,749,29,7,washington_virginia
Nonmetropolitan,virginia,westmoreland,10,0,1,1,8,74,14,53,7,0,westmoreland_virginia
Nonmetropolitan,virginia,wise,37,0,8,2,27,446,121,293,32,3,wise_virginia
Nonmetropolitan,virginia,wythe,19,0,4,2,13,174,30,134,10,2,wythe_virginia
Nonmetropolitan,virginia,york,75,3,4,24,44,1223,149,1042,32,16,york_virginia
Nonmetropolitan,washington,asotin,18,0,0,0,18,215,45,160,10,0,asotin_washington
Nonmetropolitan,washington,benton,64,0,10,8,46,645,231,350,64,6,benton_washington
Nonmetropolitan,washington,chelan,36,3,8,3,22,667,189,432,46,2,chelan_washington
Nonmetropolitan,washington,clallam,59,0,8,3,48,850,255,534,61,7,clallam_washington
Nonmetropolitan,washington,clark,248,2,48,65,133,3853,924,2525,404,27,clark_washington
Nonmetropolitan,washington,columbia,7,0,1,0,6,179,42,132,5,0,columbia_washington
Nonmetropolitan,washington,cowlitz,78,1,36,4,37,501,189,275,37,11,cowlitz_washington
Nonmetropolitan,washington,douglas,22,1,7,1,13,399,131,239,29,0,douglas_washington
Nonmetropolitan,washington,ferry,2,0,0,0,2,25,12,12,1,0,ferry_washington
Nonmetropolitan,washington,franklin,24,0,4,2,18,168,53,102,13,3,franklin_washington
Nonmetropolitan,washington,garfield,4,0,1,0,3,62,13,47,2,1,garfield_washington
Nonmetropolitan,washington,grant,111,3,7,10,91,1472,484,868,120,6,grant_washington
Nonmetropolitan,washington,grays harbor,24,2,3,2,17,434,158,240,36,2,grays harbor_washington
Nonmetropolitan,washington,island,43,1,13,3,26,773,331,426,16,5,island_washington
Nonmetropolitan,washington,jefferson,22,0,12,1,9,360,109,236,15,1,jefferson_washington
Nonmetropolitan,washington,king,430,5,85,127,213,5573,2200,2749,624,82,king_washington
Nonmetropolitan,washington,kitsap,441,2,64,52,323,4000,1312,2387,301,13,kitsap_washington
Nonmetropolitan,washington,kittitas,20,1,5,2,12,448,158,266,24,1,kittitas_washington
Nonmetropolitan,washington,lewis,58,0,7,1,50,631,237,351,43,2,lewis_washington
Nonmetropolitan,washington,lincoln,8,0,1,1,6,135,43,85,7,2,lincoln_washington
Nonmetropolitan,washington,mason,101,0,17,5,79,1734,665,900,169,4,mason_washington
Nonmetropolitan,washington,okanogan,55,2,4,4,45,308,103,181,24,0,okanogan_washington
Nonmetropolitan,washington,pacific,13,1,6,1,5,333,163,154,16,1,pacific_washington
Nonmetropolitan,washington,pend oreille,17,0,1,0,16,411,133,252,26,0,pend oreille_washington
Nonmetropolitan,washington,pierce,919,10,88,218,603,9585,3132,5341,1112,48,pierce_washington
Nonmetropolitan,washington,san juan,19,1,1,0,17,177,51,112,14,4,san juan_washington
Nonmetropolitan,washington,skamania,10,0,2,0,8,214,52,151,11,0,skamania_washington
Nonmetropolitan,washington,spokane,132,3,16,30,83,3912,1189,2439,284,16,spokane_washington
Nonmetropolitan,washington,stevens,26,2,5,2,17,575,226,294,55,0,stevens_washington
Nonmetropolitan,washington,thurston,294,3,32,24,235,2726,1086,1502,138,18,thurston_washington
Nonmetropolitan,washington,wahkiakum,6,0,0,0,6,12,3,9,0,1,wahkiakum_washington
Nonmetropolitan,washington,walla walla,25,0,8,2,15,365,90,251,24,3,walla walla_washington
Nonmetropolitan,washington,whatcom,132,0,38,7,87,1339,485,789,65,12,whatcom_washington
Nonmetropolitan,washington,whitman,8,0,0,0,8,58,28,28,2,0,whitman_washington
Nonmetropolitan,washington,yakima,133,7,27,25,74,2290,999,995,296,31,yakima_washington
Nonmetropolitan,west virginia,barbour,3,0,0,0,3,10,5,5,0,0,barbour_west virginia
Nonmetropolitan,west virginia,berkeley,68,4,13,13,38,877,283,554,40,7,berkeley_west virginia
Nonmetropolitan,west virginia,boone,21,0,1,1,19,47,18,20,9,0,boone_west virginia
Nonmetropolitan,west virginia,braxton,13,0,0,1,12,54,12,38,4,1,braxton_west virginia
Nonmetropolitan,west virginia,brooke,18,0,4,2,12,83,36,41,6,3,brooke_west virginia
Nonmetropolitan,west virginia,grant,4,0,0,0,4,16,7,9,0,2,grant_west virginia
Nonmetropolitan,west virginia,hampshire,73,1,0,0,72,74,43,27,4,2,hampshire_west virginia
Nonmetropolitan,west virginia,hardy,7,0,0,0,7,35,15,15,5,0,hardy_west virginia
Nonmetropolitan,west virginia,harrison,35,3,0,3,29,347,140,190,17,2,harrison_west virginia
Nonmetropolitan,west virginia,jackson,5,0,0,0,5,36,3,27,6,0,jackson_west virginia
Nonmetropolitan,west virginia,lewis,5,0,0,0,5,3,2,1,0,0,lewis_west virginia
Nonmetropolitan,west virginia,logan,54,0,1,0,53,23,10,10,3,1,logan_west virginia
Nonmetropolitan,west virginia,mason,4,0,1,0,3,164,0,144,20,0,mason_west virginia
Nonmetropolitan,west virginia,mcdowell,24,1,2,2,19,113,43,63,7,4,mcdowell_west virginia
Nonmetropolitan,west virginia,mineral,49,1,1,2,45,38,14,23,1,0,mineral_west virginia
Nonmetropolitan,west virginia,mingo,7,0,0,0,7,7,2,4,1,0,mingo_west virginia
Nonmetropolitan,west virginia,monroe,7,0,0,1,6,68,16,49,3,0,monroe_west virginia
Nonmetropolitan,west virginia,morgan,10,2,1,2,5,119,51,60,8,1,morgan_west virginia
Nonmetropolitan,west virginia,nicholas,167,0,3,2,162,209,46,153,10,5,nicholas_west virginia
Nonmetropolitan,west virginia,preston,54,0,3,1,50,247,127,110,10,1,preston_west virginia
Nonmetropolitan,west virginia,putnam,49,1,5,2,41,210,57,143,10,0,putnam_west virginia
Nonmetropolitan,west virginia,randolph,44,1,0,0,43,43,15,28,0,1,randolph_west virginia
Nonmetropolitan,west virginia,ritchie,5,3,0,0,2,65,30,31,4,2,ritchie_west virginia
Nonmetropolitan,west virginia,roane,8,0,0,0,8,49,1,41,7,0,roane_west virginia
Nonmetropolitan,west virginia,tyler,16,0,0,0,16,53,21,30,2,1,tyler_west virginia
Nonmetropolitan,west virginia,upshur,2,1,0,0,1,50,16,34,0,3,upshur_west virginia
Nonmetropolitan,west virginia,wetzel,2,0,0,0,2,15,8,7,0,0,wetzel_west virginia
Nonmetropolitan,wisconsin,adams,15,0,5,1,9,470,207,259,4,0,adams_wisconsin
Nonmetropolitan,wisconsin,ashland,8,0,0,0,8,80,25,51,4,0,ashland_wisconsin
Nonmetropolitan,wisconsin,barron,1,0,0,0,1,199,83,110,6,0,barron_wisconsin
Nonmetropolitan,wisconsin,bayfield,11,0,1,3,7,185,61,120,4,0,bayfield_wisconsin
Nonmetropolitan,wisconsin,buffalo,0,0,0,0,0,22,10,12,0,0,buffalo_wisconsin
Nonmetropolitan,wisconsin,burnett,25,0,5,0,20,243,116,113,14,2,burnett_wisconsin
Nonmetropolitan,wisconsin,calumet,12,1,1,0,10,156,46,100,10,0,calumet_wisconsin
Nonmetropolitan,wisconsin,chippewa,27,0,5,2,20,382,154,219,9,0,chippewa_wisconsin
Nonmetropolitan,wisconsin,clark,77,0,0,2,75,201,72,111,18,3,clark_wisconsin
Nonmetropolitan,wisconsin,columbia,41,1,7,0,33,426,138,269,19,1,columbia_wisconsin
Nonmetropolitan,wisconsin,crawford,6,0,2,0,4,200,46,145,9,0,crawford_wisconsin
Nonmetropolitan,wisconsin,dane,64,0,6,10,48,1031,222,760,49,5,dane_wisconsin
Nonmetropolitan,wisconsin,dodge,14,0,1,0,13,223,67,148,8,2,dodge_wisconsin
Nonmetropolitan,wisconsin,door,2,0,0,0,2,113,23,89,1,0,door_wisconsin
Nonmetropolitan,wisconsin,douglas,12,0,6,1,5,381,194,159,28,1,douglas_wisconsin
Nonmetropolitan,wisconsin,dunn,25,0,2,1,22,171,51,115,5,0,dunn_wisconsin
Nonmetropolitan,wisconsin,eau claire,22,0,7,1,14,257,87,162,8,1,eau claire_wisconsin
Nonmetropolitan,wisconsin,florence,7,0,1,0,6,88,34,51,3,1,florence_wisconsin
Nonmetropolitan,wisconsin,fond du lac,18,0,4,2,12,314,96,197,21,2,fond du lac_wisconsin
Nonmetropolitan,wisconsin,forest,7,1,1,1,4,217,74,127,16,0,forest_wisconsin
Nonmetropolitan,wisconsin,grant,24,0,0,0,24,331,103,214,14,6,grant_wisconsin
Nonmetropolitan,wisconsin,green,7,0,0,0,7,169,46,120,3,0,green_wisconsin
Nonmetropolitan,wisconsin,green lake,1,0,1,0,0,98,40,53,5,0,green lake_wisconsin
Nonmetropolitan,wisconsin,iron,3,0,0,0,3,70,20,47,3,0,iron_wisconsin
Nonmetropolitan,wisconsin,jackson,8,0,5,0,3,201,67,104,30,2,jackson_wisconsin
Nonmetropolitan,wisconsin,jefferson,36,2,7,7,20,415,109,298,8,8,jefferson_wisconsin
Nonmetropolitan,wisconsin,juneau,23,0,1,0,22,332,101,214,17,1,juneau_wisconsin
Nonmetropolitan,wisconsin,kenosha,23,0,7,2,14,805,205,569,31,2,kenosha_wisconsin
Nonmetropolitan,wisconsin,kewaunee,1,0,0,0,1,65,11,47,7,0,kewaunee_wisconsin
Nonmetropolitan,wisconsin,la crosse,19,0,0,1,18,222,79,136,7,0,la crosse_wisconsin
Nonmetropolitan,wisconsin,lafayette,1,0,1,0,0,177,31,140,6,0,lafayette_wisconsin
Nonmetropolitan,wisconsin,langlade,3,0,0,0,3,230,86,137,7,0,langlade_wisconsin
Nonmetropolitan,wisconsin,lincoln,11,0,1,0,10,157,51,100,6,0,lincoln_wisconsin
Nonmetropolitan,wisconsin,manitowoc,21,0,5,0,16,193,47,133,13,0,manitowoc_wisconsin
Nonmetropolitan,wisconsin,marathon,19,0,4,3,12,481,107,361,13,1,marathon_wisconsin
