county_type,state,county,Violent_crime,Murder_and_nonnegligent_manslaughter,Forcible_rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson
Metropolitan,GEORGIA,Clayton County Police Department,"1,060",28,74,491,467,"10,164","3,770","4,989","1,405",32
Metropolitan,GEORGIA,Cobb,0,0,0,0,0,0,0,0,0,0
Metropolitan,GEORGIA,Cobb County Police Department,934,18,92,388,436,"11,112","3,376","6,836",900,32
Metropolitan,GEORGIA,Columbia,94,4,19,20,51,"2,438",452,"1,900",86,10
Metropolitan,GEORGIA,Coweta,102,2,15,18,67,"1,651",453,"1,086",112,5
Metropolitan,GEORGIA,Crawford,28,0,3,1,24,523,158,335,30,1
Metropolitan,GEORGIA,Dade,62,1,3,0,58,272,90,153,29,1
Metropolitan,GEORGIA,Dawson,15,0,0,0,15,551,112,411,28,0
Metropolitan,GEORGIA,DeKalb County Police Department,"3,159",65,139,"1,735","1,220","30,194","10,338","15,599","4,257",139
Metropolitan,GEORGIA,Dougherty,6,0,0,2,4,193,9,179,5,0
Metropolitan,GEORGIA,Dougherty County Police Department,32,0,7,7,18,431,157,250,24,2
Metropolitan,GEORGIA,Douglas,176,2,13,68,93,"2,191",608,"1,394",189,4
Metropolitan,GEORGIA,Echols,2,0,0,0,2,37,11,23,3,0
Metropolitan,GEORGIA,Effingham,56,0,14,8,34,348,265,58,25,3
Metropolitan,GEORGIA,Fayette,33,1,3,7,22,626,201,383,42,6
Metropolitan,GEORGIA,Floyd,51,0,1,2,48,14,7,7,0,0
Metropolitan,GEORGIA,Floyd County Police Department,206,1,8,12,185,"1,448",383,972,93,15
Metropolitan,GEORGIA,Forsyth,363,1,22,14,326,"1,837",438,"1,333",66,2
Metropolitan,GEORGIA,Fulton,1,0,0,0,1,9,1,8,0,0
Metropolitan,GEORGIA,Fulton County Police Department,748,13,25,362,348,"5,842","1,712","3,242",888,10
Metropolitan,GEORGIA,Glynn,0,0,0,0,0,0,0,0,0,0
Metropolitan,GEORGIA,Glynn County Police Department,243,3,17,73,150,"3,108",697,"2,318",93,2
Metropolitan,GEORGIA,Gwinnett County Police Department,"1,495",24,145,630,696,"15,736","5,095","9,451","1,190",75
Metropolitan,GEORGIA,Hall,154,2,20,33,99,"2,553",722,"1,624",207,15
Metropolitan,GEORGIA,Haralson,134,2,2,6,124,532,271,201,60,5
Metropolitan,GEORGIA,Harris,15,0,2,0,13,271,86,173,12,
Metropolitan,GEORGIA,Heard,18,0,0,1,17,152,45,79,28,0
Metropolitan,GEORGIA,Henry,9,0,0,0,9,125,0,124,1,
Metropolitan,GEORGIA,Henry County Police Department,272,5,30,106,131,"4,490","1,360","2,777",353,19
Metropolitan,GEORGIA,Houston,71,0,6,13,52,"1,195",290,853,52,
Metropolitan,GEORGIA,Jasper,15,0,2,1,12,345,132,203,10,0
Metropolitan,GEORGIA,Jones,14,1,1,1,11,541,149,344,48,4
Metropolitan,GEORGIA,Lamar,40,0,0,1,39,269,72,182,15,0
Metropolitan,GEORGIA,Lanier,9,0,0,0,9,145,51,89,5,0
Metropolitan,GEORGIA,Lee,79,0,0,1,78,613,161,422,30,1
Metropolitan,GEORGIA,Liberty,61,1,1,4,55,429,166,232,31,
Metropolitan,GEORGIA,Lowndes,74,2,6,10,56,746,180,523,43,
Metropolitan,GEORGIA,Madison,194,0,4,5,185,743,204,488,51,
Metropolitan,GEORGIA,McDuffie,31,1,1,7,22,303,103,171,29,0
Metropolitan,GEORGIA,McIntosh,22,2,1,2,17,400,118,256,26,6
Metropolitan,GEORGIA,Meriwether,24,1,2,0,21,438,159,248,31,0
Metropolitan,GEORGIA,Monroe,24,0,1,9,14,482,156,295,31,1
Metropolitan,GEORGIA,Murray,51,1,5,1,44,856,176,611,69,
Metropolitan,GEORGIA,Muscogee,0,0,0,0,0,0,0,0,0,0
Metropolitan,GEORGIA,Newton,330,1,18,45,266,"2,201",813,"1,193",195,
Metropolitan,GEORGIA,Oconee,44,0,1,2,41,485,105,339,41,1
Metropolitan,GEORGIA,Oglethorpe,62,0,4,6,52,650,152,485,13,0
Metropolitan,GEORGIA,Paulding,141,0,18,14,109,"2,571",664,"1,723",184,13
Metropolitan,GEORGIA,Pickens,26,2,0,0,24,427,95,317,15,
Metropolitan,GEORGIA,Pike,2,0,1,0,1,93,30,59,4,
Metropolitan,GEORGIA,Rockdale,272,1,15,42,214,"2,413",677,"1,568",168,
Metropolitan,GEORGIA,Spalding,127,4,15,18,90,"1,668",507,"1,032",129,0
Metropolitan,GEORGIA,Terrell,16,2,1,0,13,105,38,60,7,
Metropolitan,GEORGIA,Twiggs,8,1,0,0,7,175,75,89,11,0
Metropolitan,GEORGIA,Walton,113,2,4,13,94,"1,215",287,813,115,0
Metropolitan,GEORGIA,Whitfield,166,1,16,7,142,"1,823",492,"1,205",126,7
Metropolitan,GEORGIA,Worth,4,0,0,3,1,181,46,120,15,1
Nonmetropolitan,GEORGIA,Appling,23,1,2,0,20,455,74,359,22,0
Nonmetropolitan,GEORGIA,Atkinson,4,0,0,0,4,64,32,29,3,
Nonmetropolitan,GEORGIA,Baldwin,72,1,6,9,56,868,263,582,23,1
Nonmetropolitan,GEORGIA,Banks,16,0,2,0,14,670,134,500,36,0
Nonmetropolitan,GEORGIA,Ben Hill,14,1,4,2,7,216,74,131,11,0
Nonmetropolitan,GEORGIA,Berrien,12,1,1,0,10,257,57,191,9,0
Nonmetropolitan,GEORGIA,Bleckley,14,0,2,1,11,150,51,90,9,2
Nonmetropolitan,GEORGIA,Bulloch,27,1,1,7,18,728,259,414,55,
Nonmetropolitan,GEORGIA,Calhoun,2,0,0,0,2,31,9,21,1,0
Nonmetropolitan,GEORGIA,Camden,50,2,2,0,46,471,112,339,20,
Nonmetropolitan,GEORGIA,Charlton,9,0,1,3,5,157,63,89,5,1
Nonmetropolitan,GEORGIA,Clay,10,2,0,0,8,6,6,0,0,
Nonmetropolitan,GEORGIA,Clinch,6,0,0,1,5,69,26,35,8,1
Nonmetropolitan,GEORGIA,Coffee,59,1,6,4,48,856,233,577,46,2
Nonmetropolitan,GEORGIA,Cook,17,0,0,1,16,133,60,66,7,
Nonmetropolitan,GEORGIA,Crisp,18,0,0,0,18,429,97,318,14,0
Nonmetropolitan,GEORGIA,Decatur,33,2,1,5,25,238,74,158,6,1
Nonmetropolitan,GEORGIA,Dodge,25,1,2,1,21,418,143,265,10,0
Nonmetropolitan,GEORGIA,Dooly,19,0,0,3,16,106,17,84,5,
Nonmetropolitan,GEORGIA,Early,22,0,0,0,22,138,47,85,6,0
Nonmetropolitan,GEORGIA,Elbert,25,0,1,2,22,582,174,374,34,0
Nonmetropolitan,GEORGIA,Emanuel,19,0,1,6,12,366,177,165,24,
Nonmetropolitan,GEORGIA,Evans,13,0,1,1,11,86,46,35,5,
Nonmetropolitan,GEORGIA,Fannin,95,0,1,2,92,440,150,275,15,0
Nonmetropolitan,GEORGIA,Franklin,10,1,2,5,2,396,124,255,17,
Nonmetropolitan,GEORGIA,Gilmer,25,1,3,0,21,427,169,236,22,0
Nonmetropolitan,GEORGIA,Gordon,148,2,3,2,141,795,233,512,50,0
Nonmetropolitan,GEORGIA,Grady,28,0,0,1,27,142,70,62,10,
Nonmetropolitan,GEORGIA,Greene,9,0,0,2,7,247,62,175,10,0
Nonmetropolitan,GEORGIA,Habersham,38,0,8,1,29,468,168,286,14,0
Nonmetropolitan,GEORGIA,Hancock,1,0,1,0,0,84,38,44,2,0
Nonmetropolitan,GEORGIA,Hart,64,0,1,3,60,604,172,403,29,
Nonmetropolitan,GEORGIA,Irwin,6,0,0,1,5,158,51,99,8,0
Nonmetropolitan,GEORGIA,Jackson,25,0,1,5,19,"1,087",296,737,54,8
Nonmetropolitan,GEORGIA,Jeff Davis,52,1,0,2,49,306,68,206,32,1
Nonmetropolitan,GEORGIA,Jefferson,16,0,0,4,12,178,94,67,17,
Nonmetropolitan,GEORGIA,Laurens,27,0,5,5,17,869,239,536,94,1
Nonmetropolitan,GEORGIA,Lumpkin,102,0,8,1,93,528,132,373,23,2
Nonmetropolitan,GEORGIA,Miller,2,0,0,0,2,31,5,26,0,
Nonmetropolitan,GEORGIA,Mitchell,33,0,4,1,28,250,72,156,22,
Nonmetropolitan,GEORGIA,Morgan,7,0,1,0,6,209,47,142,20,5
Nonmetropolitan,GEORGIA,Peach,19,0,0,7,12,377,139,210,28,0
Nonmetropolitan,GEORGIA,Pierce,7,0,0,1,6,,4,,5,
Nonmetropolitan,GEORGIA,Polk,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,GEORGIA,Polk County Police Department,63,0,6,3,54,775,280,433,62,7
Nonmetropolitan,GEORGIA,Pulaski,34,1,0,2,31,263,80,179,4,0
Nonmetropolitan,GEORGIA,Putnam,66,1,1,1,63,384,127,249,8,0
Nonmetropolitan,GEORGIA,Rabun,3,0,0,0,3,209,45,157,7,0
Nonmetropolitan,GEORGIA,Randolph,8,0,1,1,6,92,33,56,3,
Nonmetropolitan,GEORGIA,Schley,5,0,0,0,5,34,7,27,0,
Nonmetropolitan,GEORGIA,Screven,12,0,0,3,9,223,80,123,20,1
Nonmetropolitan,GEORGIA,Seminole,10,3,0,3,4,87,32,51,4,1
Nonmetropolitan,GEORGIA,Stephens,25,1,9,4,11,492,136,327,29,0
Nonmetropolitan,GEORGIA,Stewart,2,0,0,0,2,24,12,10,2,0
Nonmetropolitan,GEORGIA,Taliaferro,8,0,2,1,5,68,27,36,5,0
Nonmetropolitan,GEORGIA,Taylor,3,1,1,1,0,83,20,49,14,
Nonmetropolitan,GEORGIA,Telfair,6,0,0,1,5,66,30,34,2,0
Nonmetropolitan,GEORGIA,Thomas,40,1,2,3,34,580,198,339,43,8
Nonmetropolitan,GEORGIA,Tift,136,3,8,31,94,860,220,592,48,1
Nonmetropolitan,GEORGIA,Toombs,18,1,5,3,9,284,91,167,26,0
Nonmetropolitan,GEORGIA,Towns,3,0,0,1,2,135,65,65,5,0
Nonmetropolitan,GEORGIA,Treutlen,4,0,0,0,4,84,35,47,2,0
Nonmetropolitan,GEORGIA,Turner,8,0,0,1,7,104,26,70,8,1
Nonmetropolitan,GEORGIA,Union,15,1,0,1,13,138,56,70,12,0
Nonmetropolitan,GEORGIA,Upson,21,1,0,3,17,463,116,314,33,
Nonmetropolitan,GEORGIA,Ware,57,2,5,4,46,757,199,538,20,0
Nonmetropolitan,GEORGIA,Warren,21,0,0,0,21,61,29,22,10,0
Nonmetropolitan,GEORGIA,Washington,21,0,2,3,16,231,52,175,4,0
Nonmetropolitan,GEORGIA,Wayne,160,1,3,16,140,"1,003",233,766,4,0
Nonmetropolitan,GEORGIA,Webster,1,0,0,1,0,31,20,8,3,1
Nonmetropolitan,GEORGIA,White,11,0,0,0,11,375,137,202,36,0
Nonmetropolitan,GEORGIA,Wilcox,8,1,1,0,6,79,25,49,5,0
Nonmetropolitan,GEORGIA,Wilkes,6,0,0,0,6,36,7,27,2,0
Nonmetropolitan,GEORGIA,Wilkinson,11,1,0,1,9,124,36,76,12,3
Metropolitan,IDAHO,Ada,122,2,14,3,103,801,165,597,39,20
Metropolitan,IDAHO,Bannock,6,0,1,0,5,76,13,59,4,0
Metropolitan,IDAHO,Boise,11,0,1,0,10,121,33,87,1,0
Metropolitan,IDAHO,Bonneville,81,5,10,3,63,904,213,656,35,5
Metropolitan,IDAHO,Canyon,74,0,8,1,65,727,316,364,47,4
Metropolitan,IDAHO,Franklin,0,0,0,0,0,57,6,49,2,0
Metropolitan,IDAHO,Gem,13,0,1,0,12,41,22,16,3,0
Metropolitan,IDAHO,Jefferson,24,0,0,0,24,131,53,68,10,1
Metropolitan,IDAHO,Kootenai,121,1,26,7,87,"1,328",478,794,56,13
Metropolitan,IDAHO,Nez Perce,3,0,0,1,2,123,29,87,7,0
Metropolitan,IDAHO,Owyhee,9,0,1,0,8,122,24,93,5,0
Metropolitan,IDAHO,Power,2,0,0,0,2,50,13,35,2,0
Nonmetropolitan,IDAHO,Bear Lake,0,0,0,0,0,26,11,15,0,0
Nonmetropolitan,IDAHO,Benewah,15,3,0,0,12,26,9,14,3,1
Nonmetropolitan,IDAHO,Bingham,10,0,3,0,7,309,80,206,23,1
Nonmetropolitan,IDAHO,Blaine,5,0,0,0,5,39,14,20,5,4
Nonmetropolitan,IDAHO,Bonner,33,0,5,1,27,454,156,268,30,0
Nonmetropolitan,IDAHO,Boundary,9,1,0,0,8,94,47,42,5,0
Nonmetropolitan,IDAHO,Butte,3,0,0,0,3,4,0,2,2,0
Nonmetropolitan,IDAHO,Camas,1,0,0,1,0,13,7,6,0,0
Nonmetropolitan,IDAHO,Caribou,3,0,1,0,2,24,7,17,0,0
Nonmetropolitan,IDAHO,Cassia,32,0,4,1,27,317,38,261,18,0
Nonmetropolitan,IDAHO,Clark,0,0,0,0,0,12,3,9,0,0
Nonmetropolitan,IDAHO,Clearwater,10,0,0,0,10,101,20,75,6,0
Nonmetropolitan,IDAHO,Custer,1,0,0,0,1,18,3,12,3,0
Nonmetropolitan,IDAHO,Elmore,15,0,1,0,14,65,18,46,1,1
Nonmetropolitan,IDAHO,Fremont,4,0,0,0,4,68,9,55,4,2
Nonmetropolitan,IDAHO,Gooding,13,1,2,0,10,68,26,36,6,1
Nonmetropolitan,IDAHO,Idaho,12,0,0,0,12,111,30,78,3,1
Nonmetropolitan,IDAHO,Jerome,11,0,1,0,10,128,41,77,10,0
Nonmetropolitan,IDAHO,Latah,20,0,5,0,15,195,87,102,6,0
Nonmetropolitan,IDAHO,Lemhi,5,0,0,0,5,37,11,23,3,0
Nonmetropolitan,IDAHO,Lewis,5,0,0,0,5,26,7,17,2,0
Nonmetropolitan,IDAHO,Lincoln,2,0,2,0,0,9,2,7,0,0
Nonmetropolitan,IDAHO,Madison,12,0,4,0,8,80,28,49,3,0
Nonmetropolitan,IDAHO,Minidoka,15,0,3,1,11,168,32,126,10,1
Nonmetropolitan,IDAHO,Oneida,0,0,0,0,0,29,7,21,1,0
Nonmetropolitan,IDAHO,Payette,20,0,1,1,18,119,45,63,11,0
Nonmetropolitan,IDAHO,Shoshone,25,0,7,1,17,125,31,84,10,2
Nonmetropolitan,IDAHO,Teton,7,0,0,0,7,45,10,35,0,0
Nonmetropolitan,IDAHO,Twin Falls,34,1,4,0,29,280,150,110,20,0
Nonmetropolitan,IDAHO,Valley,12,0,4,0,8,69,27,40,2,1
Nonmetropolitan,IDAHO,Washington,9,0,0,0,9,29,21,8,0,0
Metropolitan,ILLINOIS,Alexander,8,0,3,0,5,84,23,52,9,1
Metropolitan,ILLINOIS,Bond,2,0,0,0,2,139,42,93,4,0
Metropolitan,ILLINOIS,Champaign,126,3,11,15,97,618,216,382,20,5
Metropolitan,ILLINOIS,Clinton,10,0,1,2,7,110,11,97,2,0
Metropolitan,ILLINOIS,Cook,313,2,36,33,242,"1,279",395,776,108,16
Metropolitan,ILLINOIS,De Kalb,28,0,6,2,20,310,69,228,13,2
Metropolitan,ILLINOIS,Ford,25,0,3,0,22,129,42,84,3,0
Metropolitan,ILLINOIS,Grundy,13,0,2,2,9,232,78,141,13,3
Metropolitan,ILLINOIS,Henry,5,0,1,0,4,120,40,77,3,0
Metropolitan,ILLINOIS,Jersey,42,0,8,2,32,149,49,95,5,1
Metropolitan,ILLINOIS,Kane,75,1,12,2,60,692,241,420,31,7
Metropolitan,ILLINOIS,Kankakee,56,0,10,8,38,522,154,348,20,9
Metropolitan,ILLINOIS,Kendall,44,0,9,3,32,311,88,216,7,5
Metropolitan,ILLINOIS,Lake,61,1,9,16,35,"1,795",569,"1,154",72,5
Metropolitan,ILLINOIS,Macon,69,0,17,3,49,376,118,247,11,4
Metropolitan,ILLINOIS,Macoupin,7,0,0,0,7,233,73,154,6,1
Metropolitan,ILLINOIS,Madison,79,3,5,4,67,882,313,548,21,2
Metropolitan,ILLINOIS,Marshall,2,0,0,0,2,80,41,31,8,1
Metropolitan,ILLINOIS,McHenry,83,4,12,3,64,616,165,425,26,2
Metropolitan,ILLINOIS,McLean,40,1,7,3,29,260,96,153,11,0
Metropolitan,ILLINOIS,Menard,1,0,1,0,0,41,14,23,4,0
Metropolitan,ILLINOIS,Monroe,4,0,1,0,3,65,28,33,4,1
Metropolitan,ILLINOIS,Peoria,142,3,20,12,107,825,225,566,34,3
Metropolitan,ILLINOIS,Piatt,19,1,5,0,13,108,44,60,4,0
Metropolitan,ILLINOIS,Rock Island,57,0,14,2,41,390,117,254,19,1
Metropolitan,ILLINOIS,Sangamon,119,0,24,19,76,823,292,499,32,4
Metropolitan,ILLINOIS,Stark,2,0,0,0,2,102,28,68,6,0
Metropolitan,ILLINOIS,Tazewell,3,0,0,1,2,221,69,146,6,0
Metropolitan,ILLINOIS,Vermilion,69,0,13,5,51,627,229,363,35,0
Metropolitan,ILLINOIS,Will,134,6,13,14,101,"1,362",527,730,105,16
Metropolitan,ILLINOIS,Winnebago,93,4,20,13,56,"1,039",367,606,66,6
Metropolitan,ILLINOIS,Woodford,7,0,2,0,5,181,68,105,8,1
Nonmetropolitan,ILLINOIS,Adams,25,0,7,0,18,275,63,200,12,2
Nonmetropolitan,ILLINOIS,Bureau,14,0,2,2,10,159,40,116,3,1
Nonmetropolitan,ILLINOIS,Carroll,0,0,0,0,0,69,12,57,0,0
Nonmetropolitan,ILLINOIS,Cass,6,0,1,0,5,49,9,40,0,0
Nonmetropolitan,ILLINOIS,Clay,6,1,1,0,4,59,20,35,4,2
Nonmetropolitan,ILLINOIS,Coles,13,0,2,1,10,91,29,58,4,0
Nonmetropolitan,ILLINOIS,Crawford,2,0,1,0,1,58,18,37,3,0
Nonmetropolitan,ILLINOIS,Cumberland,7,1,0,0,6,52,20,31,1,0
Nonmetropolitan,ILLINOIS,De Witt,20,0,6,3,11,84,23,59,2,0
Nonmetropolitan,ILLINOIS,Douglas,5,0,2,0,3,45,13,29,3,0
Nonmetropolitan,ILLINOIS,Edgar,21,0,2,0,19,74,40,31,3,2
Nonmetropolitan,ILLINOIS,Effingham,15,0,0,0,15,122,25,93,4,0
Nonmetropolitan,ILLINOIS,Fayette,4,0,0,1,3,107,24,77,6,0
Nonmetropolitan,ILLINOIS,Franklin,5,0,0,0,5,345,148,180,17,2
Nonmetropolitan,ILLINOIS,Fulton,10,0,0,0,10,170,43,121,6,0
Nonmetropolitan,ILLINOIS,Greene,1,0,0,0,1,46,19,25,2,1
Nonmetropolitan,ILLINOIS,Hamilton,3,0,0,0,3,83,31,50,2,0
Nonmetropolitan,ILLINOIS,Iroquois,10,0,4,0,6,223,92,126,5,0
Nonmetropolitan,ILLINOIS,Jackson,36,0,5,7,24,319,146,161,12,1
Nonmetropolitan,ILLINOIS,Jefferson,40,0,6,2,32,255,109,139,7,4
Nonmetropolitan,ILLINOIS,Jo Daviess,3,0,3,0,0,131,21,107,3,0
Nonmetropolitan,ILLINOIS,Johnson,28,0,0,0,28,112,30,76,6,1
Nonmetropolitan,ILLINOIS,Knox,13,0,4,0,9,212,58,143,11,0
Nonmetropolitan,ILLINOIS,La Salle,31,0,16,1,14,472,163,292,17,4
Nonmetropolitan,ILLINOIS,Lee,6,0,1,1,4,187,80,105,2,2
Nonmetropolitan,ILLINOIS,Livingston,16,4,3,0,9,164,30,130,4,68
Nonmetropolitan,ILLINOIS,Logan,20,0,5,1,14,195,89,101,5,1
Nonmetropolitan,ILLINOIS,Marion,17,1,6,2,8,266,82,165,19,1
Nonmetropolitan,ILLINOIS,Mason,23,2,5,0,16,118,29,86,3,1
Nonmetropolitan,ILLINOIS,Massac,13,0,4,0,9,111,36,73,2,0
Nonmetropolitan,ILLINOIS,McDonough,4,0,1,0,3,71,20,50,1,1
Nonmetropolitan,ILLINOIS,Montgomery,86,0,1,2,83,137,59,78,0,3
Nonmetropolitan,ILLINOIS,Morgan,13,0,6,0,7,92,47,44,1,3
Nonmetropolitan,ILLINOIS,Moultrie,4,0,0,0,4,42,17,25,0,0
Nonmetropolitan,ILLINOIS,Ogle,15,0,3,0,12,222,64,149,9,1
Nonmetropolitan,ILLINOIS,Perry,8,0,3,0,5,74,27,47,0,1
Nonmetropolitan,ILLINOIS,Pike,5,0,1,0,4,9,1,7,1,0
Nonmetropolitan,ILLINOIS,Pulaski,44,0,4,1,39,74,31,38,5,0
Nonmetropolitan,ILLINOIS,Putnam,2,0,0,0,2,45,15,29,1,0
Nonmetropolitan,ILLINOIS,Schuyler,3,0,0,0,3,3,0,3,0,0
Nonmetropolitan,ILLINOIS,Scott,2,0,1,0,1,29,13,15,1,0
Nonmetropolitan,ILLINOIS,Shelby,16,0,0,0,16,104,44,60,0,1
Nonmetropolitan,ILLINOIS,Stephenson,11,0,2,0,9,181,46,130,5,1
Nonmetropolitan,ILLINOIS,Union,7,0,1,0,6,96,15,74,7,0
Nonmetropolitan,ILLINOIS,Wabash,3,0,1,0,2,65,35,25,5,2
Nonmetropolitan,ILLINOIS,Warren,7,0,1,0,6,95,39,51,5,1
Nonmetropolitan,ILLINOIS,Washington,25,0,0,0,25,33,10,23,0,1
Nonmetropolitan,ILLINOIS,Wayne,25,0,0,0,25,141,57,78,6,0
Nonmetropolitan,ILLINOIS,White,14,0,1,0,13,187,55,125,7,0
Nonmetropolitan,ILLINOIS,Whiteside,15,0,0,2,13,234,78,152,4,0
Nonmetropolitan,ILLINOIS,Williamson,28,1,7,1,19,366,145,202,19,2
Metropolitan,INDIANA,Allen,71,2,9,15,45,938,169,711,58,1
Metropolitan,INDIANA,Bartholomew,40,0,6,4,30,587,114,414,59,0
Metropolitan,INDIANA,Boone,0,0,0,0,0,171,39,132,0,2
Metropolitan,INDIANA,Brown,2,0,0,0,2,128,43,73,12,1
Metropolitan,INDIANA,Carroll,10,0,0,0,10,221,86,114,21,1
Metropolitan,INDIANA,Clark,57,1,5,1,50,651,270,355,26,1
Metropolitan,INDIANA,Dearborn,0,0,0,0,0,19,17,2,0,0
Metropolitan,INDIANA,Delaware,53,1,8,6,38,525,149,336,40,2
Metropolitan,INDIANA,Elkhart,37,1,16,13,7,"1,479",532,828,119,9
Metropolitan,INDIANA,Floyd,0,0,0,0,0,726,183,500,43,0
Metropolitan,INDIANA,Franklin,6,0,0,0,6,189,110,79,0,2
Metropolitan,INDIANA,Gibson,12,0,1,0,11,184,28,152,4,2
Metropolitan,INDIANA,Greene,2,1,0,0,1,155,25,114,16,1
Metropolitan,INDIANA,Hancock,9,0,3,1,5,324,112,201,11,3
Metropolitan,INDIANA,Harrison,9,0,0,4,5,,157,,33,1
Metropolitan,INDIANA,Howard,43,0,1,3,39,492,233,246,13,0
Metropolitan,INDIANA,Johnson,57,0,3,6,48,871,183,672,16,0
Metropolitan,INDIANA,Lake,51,1,8,21,21,"1,002",178,713,111,1
Metropolitan,INDIANA,La Porte,23,0,6,7,10,811,271,493,47,1
Metropolitan,INDIANA,Monroe,37,0,6,7,24,805,248,484,73,0
Metropolitan,INDIANA,Newton,29,0,2,1,26,216,72,132,12,0
Metropolitan,INDIANA,Porter,44,2,5,3,34,965,176,721,68,0
Metropolitan,INDIANA,Putnam,16,0,0,3,13,201,89,90,22,0
Metropolitan,INDIANA,Shelby,25,0,2,4,19,379,149,199,31,1
Metropolitan,INDIANA,St. Joseph,131,3,10,22,96,"1,823",529,"1,230",64,3
Metropolitan,INDIANA,Sullivan,10,0,1,3,6,194,70,114,10,5
Metropolitan,INDIANA,Tippecanoe,38,0,9,5,24,907,266,593,48,8
Metropolitan,INDIANA,Tipton,17,1,0,0,16,65,27,33,5,0
Metropolitan,INDIANA,Vermillion,28,0,4,1,23,65,14,42,9,0
Metropolitan,INDIANA,Vigo,34,2,6,7,19,"1,279",385,801,93,5
Metropolitan,INDIANA,Warrick,120,0,4,1,115,679,121,541,17,1
Metropolitan,INDIANA,Wells,4,0,1,0,3,187,67,116,4,0
Nonmetropolitan,INDIANA,Blackford,11,0,0,2,9,42,12,25,5,1
Nonmetropolitan,INDIANA,Cass,5,1,1,1,2,296,64,231,1,1
Nonmetropolitan,INDIANA,Clark,57,1,5,1,50,651,270,355,26,1
Nonmetropolitan,INDIANA,Clinton,21,0,2,8,11,428,118,286,24,0
Nonmetropolitan,INDIANA,Crawford,6,0,0,0,6,128,106,19,3,0
Nonmetropolitan,INDIANA,Daviess,2,1,0,0,1,133,33,76,24,3
Nonmetropolitan,INDIANA,Fulton,11,1,2,0,8,146,56,80,10,1
Nonmetropolitan,INDIANA,Grant,6,0,2,1,3,322,105,194,23,2
Nonmetropolitan,INDIANA,Henry,5,0,3,2,0,602,223,355,24,0
Nonmetropolitan,INDIANA,Huntington,4,0,0,0,4,144,38,96,10,0
Nonmetropolitan,INDIANA,Jackson,18,0,3,2,13,491,98,373,20,1
Nonmetropolitan,INDIANA,Jay,6,0,0,0,6,115,27,78,10,0
Nonmetropolitan,INDIANA,Jennings,42,0,4,0,38,477,235,234,8,0
Nonmetropolitan,INDIANA,Knox,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,INDIANA,Kosciusko,33,0,6,2,25,702,138,536,28,6
Nonmetropolitan,INDIANA,LaGrange,9,0,4,0,5,251,66,174,11,0
Nonmetropolitan,INDIANA,Lawrence,60,0,1,1,58,350,136,195,19,3
Nonmetropolitan,INDIANA,Marshall,21,1,3,0,17,377,117,237,23,1
Nonmetropolitan,INDIANA,Martin,2,0,0,1,1,72,20,43,9,0
Nonmetropolitan,INDIANA,Montgomery,36,0,6,0,30,450,153,266,31,0
Nonmetropolitan,INDIANA,Noble,14,0,1,0,13,233,94,122,17,1
Nonmetropolitan,INDIANA,Parke,15,1,2,4,8,85,33,50,2,5
Nonmetropolitan,INDIANA,Pike,32,0,2,2,28,293,90,194,9,1
Nonmetropolitan,INDIANA,Pulaski,18,0,2,0,16,231,57,148,26,3
Nonmetropolitan,INDIANA,Randolph,0,0,0,0,0,281,94,179,8,3
Nonmetropolitan,INDIANA,Ripley,2,0,0,0,2,298,83,201,14,0
Nonmetropolitan,INDIANA,Rush,2,0,1,1,0,247,77,162,8,3
Nonmetropolitan,INDIANA,Scott,14,0,1,0,13,346,50,289,7,0
Nonmetropolitan,INDIANA,Starke,22,0,3,1,18,206,61,132,13,1
Nonmetropolitan,INDIANA,Steuben,16,0,3,2,11,484,136,334,14,0
Nonmetropolitan,INDIANA,Wayne,1,1,0,0,0,87,33,53,1,1
Nonmetropolitan,INDIANA,White,6,0,1,1,4,62,16,41,5,0
Metropolitan,IOWA,Black Hawk,37,0,7,0,30,143,48,80,15,1
Metropolitan,IOWA,Bremer,6,0,2,0,4,42,10,30,2,3
Metropolitan,IOWA,Dallas,13,0,0,0,13,133,39,86,8,1
Metropolitan,IOWA,Dubuque,11,0,1,1,9,189,73,104,12,5
Metropolitan,IOWA,Guthrie,3,0,0,0,3,47,19,24,4,1
Metropolitan,IOWA,Harrison,5,0,3,0,2,105,24,70,11,1
Metropolitan,IOWA,Johnson,65,0,5,1,59,220,56,144,20,6
Metropolitan,IOWA,Jones,0,0,0,0,0,79,18,54,7,0
Metropolitan,IOWA,Linn,40,0,13,0,27,285,108,155,22,7
Metropolitan,IOWA,Madison,3,0,0,1,2,58,27,25,6,0
Metropolitan,IOWA,Mills,22,0,2,2,18,215,81,115,19,2
Metropolitan,IOWA,Polk,87,0,7,4,76,779,234,483,62,4
Metropolitan,IOWA,Pottawattamie,50,0,4,1,45,570,215,287,68,3
Metropolitan,IOWA,Scott,40,0,4,1,35,153,45,99,9,2
Metropolitan,IOWA,Story,9,0,3,0,6,143,54,78,11,3
Metropolitan,IOWA,Warren,22,0,3,0,19,275,109,144,22,4
Metropolitan,IOWA,Washington,25,1,4,0,20,130,69,57,4,0
Metropolitan,IOWA,Woodbury,34,0,4,1,29,129,46,71,12,2
