county_type,state,county,Violent_crime,Murder_and_nonnegligent_manslaughter,Forcible_rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson
Nonmetropolitan,TEXAS,Deaf Smith,17,0,2,0,15,105,31,65,9,1
Nonmetropolitan,TEXAS,DeWitt,8,0,0,0,8,107,45,55,7,0
Nonmetropolitan,TEXAS,Dickens,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,TEXAS,Dimmit,45,0,1,5,39,218,71,126,21,0
Nonmetropolitan,TEXAS,Donley,3,0,0,0,3,27,13,14,0,1
Nonmetropolitan,TEXAS,Duval,47,0,4,1,42,142,54,63,25,4
Nonmetropolitan,TEXAS,Eastland,5,0,1,0,4,41,25,13,3,0
Nonmetropolitan,TEXAS,Edwards,6,0,0,0,6,38,10,25,3,0
Nonmetropolitan,TEXAS,Erath,9,2,1,1,5,111,31,73,7,0
Nonmetropolitan,TEXAS,Falls,2,0,0,0,2,73,36,27,10,3
Nonmetropolitan,TEXAS,Fannin,27,1,1,2,23,206,79,106,21,0
Nonmetropolitan,TEXAS,Fayette,12,0,4,0,8,190,75,105,10,1
Nonmetropolitan,TEXAS,Fisher,4,0,0,0,4,49,20,28,1,0
Nonmetropolitan,TEXAS,Floyd,3,0,0,0,3,12,4,7,1,0
Nonmetropolitan,TEXAS,Foard,0,0,0,0,0,5,0,5,0,0
Nonmetropolitan,TEXAS,Franklin,20,0,10,1,9,109,38,64,7,2
Nonmetropolitan,TEXAS,Freestone,16,1,1,0,14,183,85,87,11,2
Nonmetropolitan,TEXAS,Frio,7,0,0,1,6,60,20,37,3,0
Nonmetropolitan,TEXAS,Gaines,3,0,0,1,2,59,17,38,4,0
Nonmetropolitan,TEXAS,Garza,2,0,0,0,2,38,10,25,3,0
Nonmetropolitan,TEXAS,Gillespie,15,0,8,0,7,112,29,80,3,0
Nonmetropolitan,TEXAS,Glasscock,2,0,0,1,1,4,1,2,1,0
Nonmetropolitan,TEXAS,Gonzales,19,1,0,0,18,135,52,62,21,1
Nonmetropolitan,TEXAS,Gray,3,0,0,0,3,113,31,76,6,0
Nonmetropolitan,TEXAS,Grimes,13,0,0,0,13,308,102,186,20,2
Nonmetropolitan,TEXAS,Hale,7,0,0,0,7,121,39,74,8,0
Nonmetropolitan,TEXAS,Hall,0,0,0,0,0,5,4,1,0,0
Nonmetropolitan,TEXAS,Hamilton,16,0,2,0,14,135,69,60,6,1
Nonmetropolitan,TEXAS,Hansford,0,0,0,0,0,15,1,13,1,0
Nonmetropolitan,TEXAS,Hardeman,0,0,0,0,0,81,36,42,3,0
Nonmetropolitan,TEXAS,Harrison,97,1,1,4,91,624,266,337,21,0
Nonmetropolitan,TEXAS,Hartley,1,0,0,0,1,29,13,12,4,0
Nonmetropolitan,TEXAS,Haskell,1,0,0,0,1,7,1,6,0,0
Nonmetropolitan,TEXAS,Hemphill,17,0,3,0,14,71,22,48,1,0
Nonmetropolitan,TEXAS,Henderson,192,2,39,8,143,"1,228",496,613,119,8
Nonmetropolitan,TEXAS,Hill,13,3,1,5,4,323,110,193,20,2
Nonmetropolitan,TEXAS,Hockley,27,0,6,2,19,103,26,74,3,1
Nonmetropolitan,TEXAS,Hood,68,1,9,0,58,559,165,363,31,1
Nonmetropolitan,TEXAS,Hopkins,38,1,11,2,24,135,62,70,3,0
Nonmetropolitan,TEXAS,Houston,16,3,0,0,13,189,65,111,13,1
Nonmetropolitan,TEXAS,Howard,15,0,1,0,14,117,25,82,10,0
Nonmetropolitan,TEXAS,Hudspeth,1,0,0,0,1,22,5,16,1,0
Nonmetropolitan,TEXAS,Hutchinson,7,1,2,0,4,121,34,80,7,0
Nonmetropolitan,TEXAS,Jack,3,0,0,0,3,53,12,35,6,0
Nonmetropolitan,TEXAS,Jackson,16,0,0,1,15,76,32,44,0,0
Nonmetropolitan,TEXAS,Jasper,61,2,4,3,52,248,112,122,14,0
Nonmetropolitan,TEXAS,Jeff Davis,3,0,0,0,3,14,5,7,2,0
Nonmetropolitan,TEXAS,Jim Hogg,12,0,1,0,11,21,10,11,0,0
Nonmetropolitan,TEXAS,Jim Wells,55,0,10,0,45,392,177,194,21,3
Nonmetropolitan,TEXAS,Karnes,11,0,2,1,8,96,29,57,10,0
Nonmetropolitan,TEXAS,Kenedy,5,0,1,0,4,4,1,2,1,0
Nonmetropolitan,TEXAS,Kent,6,0,0,0,6,27,14,11,2,0
Nonmetropolitan,TEXAS,Kerr,33,1,7,2,23,317,93,213,11,6
Nonmetropolitan,TEXAS,Kimble,7,0,0,1,6,17,11,6,0,0
Nonmetropolitan,TEXAS,King,0,0,0,0,0,1,0,1,0,0
Nonmetropolitan,TEXAS,Kinney,0,0,0,0,0,2,0,1,1,0
Nonmetropolitan,TEXAS,Kleberg,14,1,6,0,7,239,37,197,5,3
Nonmetropolitan,TEXAS,Knox,3,0,0,0,3,20,12,8,0,0
Nonmetropolitan,TEXAS,Lamar,32,1,2,3,26,372,143,218,11,0
Nonmetropolitan,TEXAS,Lamb,6,0,0,0,6,120,34,81,5,1
Nonmetropolitan,TEXAS,La Salle,13,1,0,2,10,28,10,18,0,1
Nonmetropolitan,TEXAS,Lavaca,6,0,1,0,5,89,51,31,7,0
Nonmetropolitan,TEXAS,Lee,5,0,0,0,5,115,29,78,8,0
Nonmetropolitan,TEXAS,Leon,23,0,1,3,19,178,53,110,15,0
Nonmetropolitan,TEXAS,Limestone,73,3,8,3,59,355,125,205,25,7
Nonmetropolitan,TEXAS,Lipscomb,0,0,0,0,0,18,1,13,4,3
Nonmetropolitan,TEXAS,Live Oak,7,0,0,1,6,99,45,43,11,0
Nonmetropolitan,TEXAS,Llano,8,0,0,1,7,290,97,190,3,1
Nonmetropolitan,TEXAS,Loving,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,TEXAS,Lynn,6,1,1,0,4,64,14,45,5,1
Nonmetropolitan,TEXAS,Madison,6,0,1,0,5,85,33,38,14,1
Nonmetropolitan,TEXAS,Marion,33,1,7,0,25,214,96,108,10,2
Nonmetropolitan,TEXAS,Martin,6,1,0,0,5,51,15,35,1,0
Nonmetropolitan,TEXAS,Mason,3,0,1,0,2,30,6,23,1,0
Nonmetropolitan,TEXAS,Matagorda,53,1,1,0,51,261,87,161,13,0
Nonmetropolitan,TEXAS,Maverick,130,1,11,7,111,587,229,332,26,3
Nonmetropolitan,TEXAS,McCulloch,5,0,1,0,4,23,7,15,1,0
Nonmetropolitan,TEXAS,McMullen,1,0,0,0,1,9,2,4,3,0
Nonmetropolitan,TEXAS,Menard,6,0,0,0,6,2,1,1,0,0
Nonmetropolitan,TEXAS,Milam,20,1,2,0,17,189,66,117,6,1
Nonmetropolitan,TEXAS,Mills,14,0,2,1,11,65,28,32,5,1
Nonmetropolitan,TEXAS,Mitchell,2,0,0,0,2,31,10,20,1,0
Nonmetropolitan,TEXAS,Montague,17,0,0,0,17,184,50,124,10,0
Nonmetropolitan,TEXAS,Moore,3,1,2,0,0,83,27,52,4,0
Nonmetropolitan,TEXAS,Morris,13,0,2,0,11,142,68,68,6,0
Nonmetropolitan,TEXAS,Motley,1,0,0,0,1,14,4,9,1,0
Nonmetropolitan,TEXAS,Nacogdoches,85,0,3,4,78,465,184,247,34,4
Nonmetropolitan,TEXAS,Navarro,48,1,11,1,35,595,242,339,14,1
Nonmetropolitan,TEXAS,Newton,8,0,0,3,5,91,28,60,3,2
Nonmetropolitan,TEXAS,Nolan,7,0,0,0,7,52,27,24,1,0
Nonmetropolitan,TEXAS,Ochiltree,4,0,0,0,4,35,6,23,6,0
Nonmetropolitan,TEXAS,Oldham,1,0,0,0,1,26,4,20,2,0
Nonmetropolitan,TEXAS,Palo Pinto,22,2,1,0,19,148,71,67,10,1
Nonmetropolitan,TEXAS,Panola,23,0,3,0,20,329,89,199,41,1
Nonmetropolitan,TEXAS,Parmer,1,0,1,0,0,60,25,33,2,0
Nonmetropolitan,TEXAS,Pecos,3,0,1,0,2,70,21,46,3,0
Nonmetropolitan,TEXAS,Polk,65,2,14,6,43,618,227,347,44,4
Nonmetropolitan,TEXAS,Presidio,3,0,0,0,3,13,9,4,0,0
Nonmetropolitan,TEXAS,Rains,17,0,7,0,10,187,44,138,5,0
Nonmetropolitan,TEXAS,Reagan,1,0,0,0,1,4,4,0,0,1
Nonmetropolitan,TEXAS,Real,0,0,0,0,0,13,2,11,0,0
Nonmetropolitan,TEXAS,Red River,19,1,2,2,14,170,75,79,16,5
Nonmetropolitan,TEXAS,Reeves,18,0,0,0,18,76,16,59,1,0
Nonmetropolitan,TEXAS,Refugio,10,0,2,0,8,44,15,28,1,0
Nonmetropolitan,TEXAS,Roberts,0,0,0,0,0,18,5,11,2,0
Nonmetropolitan,TEXAS,Runnels,0,0,0,0,0,20,1,19,0,0
Nonmetropolitan,TEXAS,Sabine,19,0,0,3,16,93,43,48,2,0
Nonmetropolitan,TEXAS,San Augustine,22,0,1,0,21,86,39,46,1,3
Nonmetropolitan,TEXAS,San Saba,4,0,1,0,3,27,6,17,4,0
Nonmetropolitan,TEXAS,Schleicher,0,0,0,0,0,13,6,7,0,0
Nonmetropolitan,TEXAS,Scurry,8,0,2,1,5,75,22,50,3,1
Nonmetropolitan,TEXAS,Shackelford,1,0,1,0,0,49,5,38,6,0
Nonmetropolitan,TEXAS,Shelby,38,2,7,0,29,263,93,152,18,1
Nonmetropolitan,TEXAS,Sherman,0,0,0,0,0,1,1,0,0,0
Nonmetropolitan,TEXAS,Somervell,5,0,0,0,5,88,39,48,1,0
Nonmetropolitan,TEXAS,Starr,71,2,7,2,60,336,151,152,33,3
Nonmetropolitan,TEXAS,Stephens,5,0,0,0,5,41,8,29,4,0
Nonmetropolitan,TEXAS,Sterling,1,0,0,0,1,4,0,1,3,3
Nonmetropolitan,TEXAS,Stonewall,0,0,0,0,0,26,16,10,0,0
Nonmetropolitan,TEXAS,Sutton,0,0,0,0,0,1,0,1,0,1
Nonmetropolitan,TEXAS,Swisher,4,0,0,0,4,36,9,22,5,0
Nonmetropolitan,TEXAS,Terrell,4,0,0,0,4,9,6,3,0,0
Nonmetropolitan,TEXAS,Terry,1,0,0,0,1,38,15,20,3,0
Nonmetropolitan,TEXAS,Throckmorton,1,0,0,0,1,0,0,0,0,0
Nonmetropolitan,TEXAS,Titus,24,0,2,1,21,293,159,124,10,1
Nonmetropolitan,TEXAS,Trinity,30,0,7,2,21,196,82,100,14,5
Nonmetropolitan,TEXAS,Tyler,77,1,5,4,67,388,187,176,25,4
Nonmetropolitan,TEXAS,Upton,1,0,0,0,1,25,2,21,2,0
Nonmetropolitan,TEXAS,Uvalde,22,1,0,1,20,129,44,75,10,0
Nonmetropolitan,TEXAS,Val Verde,10,0,0,0,10,146,70,67,9,0
Nonmetropolitan,TEXAS,Van Zandt,78,0,0,3,75,813,352,397,64,1
Nonmetropolitan,TEXAS,Walker,92,3,9,5,75,418,173,204,41,0
Nonmetropolitan,TEXAS,Ward,4,0,1,1,2,77,28,45,4,0
Nonmetropolitan,TEXAS,Washington,24,0,4,0,20,184,75,97,12,2
Nonmetropolitan,TEXAS,Wharton,71,0,0,5,66,479,199,266,14,7
Nonmetropolitan,TEXAS,Wheeler,6,0,1,0,5,45,12,31,2,0
Nonmetropolitan,TEXAS,Wilbarger,3,0,1,1,1,39,7,27,5,1
Nonmetropolitan,TEXAS,Willacy,64,0,9,1,54,195,64,123,8,8
Nonmetropolitan,TEXAS,Winkler,3,0,0,1,2,32,7,24,1,0
Nonmetropolitan,TEXAS,Wood,46,2,2,1,41,539,204,304,31,1
Nonmetropolitan,TEXAS,Yoakum,8,0,1,1,6,25,5,20,0,0
Nonmetropolitan,TEXAS,Young,15,0,1,0,14,89,29,58,2,3
Nonmetropolitan,TEXAS,Zapata,21,0,1,1,19,264,143,106,15,0
Nonmetropolitan,TEXAS,Zavala,27,0,1,2,24,85,39,45,1,3
Nonmetropolitan,UTAH,Cache,21,0,6,2,13,460,71,371,18,0
Nonmetropolitan,UTAH,Davis,17,0,5,1,11,203,42,148,13,1
Nonmetropolitan,UTAH,Juab,3,0,1,0,2,70,12,52,6,0
Nonmetropolitan,UTAH,Morgan,5,2,1,0,2,62,21,41,0,0
Nonmetropolitan,UTAH,Salt Lake County Unified Police Department ,495,6,65,116,308,"7,922","1,338","5,853",731,37
Nonmetropolitan,UTAH,Summit,25,0,2,4,19,480,57,393,30,1
Nonmetropolitan,UTAH,Tooele,19,0,3,1,15,162,51,93,18,1
Nonmetropolitan,UTAH,Utah,36,0,5,0,31,312,80,219,13,1
Nonmetropolitan,UTAH,Washington,17,0,3,0,14,159,48,97,14,3
Nonmetropolitan,UTAH,Weber,40,1,11,4,24,"1,115",275,788,52,0
Nonmetropolitan,UTAH,Beaver,4,0,1,0,3,36,11,18,7,0
Nonmetropolitan,UTAH,Box Elder,4,0,0,1,3,227,48,167,12,0
Nonmetropolitan,UTAH,Carbon,8,1,0,1,6,162,34,125,3,1
Nonmetropolitan,UTAH,Daggett,0,0,0,0,0,18,9,9,0,0
Nonmetropolitan,UTAH,Duchesne,36,1,5,0,30,181,40,133,8,1
Nonmetropolitan,UTAH,Emery,1,0,0,1,0,115,39,71,5,0
Nonmetropolitan,UTAH,Grand,5,0,2,0,3,97,44,46,7,0
Nonmetropolitan,UTAH,Iron,38,0,4,1,33,233,84,117,32,0
Nonmetropolitan,UTAH,Millard,18,0,3,0,15,233,42,184,7,1
Nonmetropolitan,UTAH,Rich,3,0,0,0,3,40,7,31,2,0
Nonmetropolitan,UTAH,Sevier,12,1,4,0,7,177,30,141,6,0
Nonmetropolitan,UTAH,Uintah,43,1,1,1,40,265,90,162,13,1
Nonmetropolitan,UTAH,Wasatch,12,0,1,0,11,165,39,119,7,0
Nonmetropolitan,UTAH,Wayne,0,0,0,0,0,33,4,29,0,0
Nonmetropolitan,VERMONT,Franklin,6,0,1,0,5,127,29,89,9,0
Nonmetropolitan,VERMONT,Grand Isle,4,0,0,0,4,48,20,25,3,0
Nonmetropolitan,VERMONT,Addison,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,VERMONT,Bennington,0,0,0,0,0,17,10,6,1,0
Nonmetropolitan,VERMONT,Caledonia,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,VERMONT,Lamoille,9,0,2,0,7,136,29,102,5,0
Nonmetropolitan,VERMONT,Orange,4,0,3,0,1,47,20,24,3,0
Nonmetropolitan,VERMONT,Orleans,0,0,0,0,0,57,24,32,1,0
Nonmetropolitan,VERMONT,Rutland,3,0,0,0,3,140,17,122,1,0
Nonmetropolitan,VERMONT,Washington,0,0,0,0,0,0,0,0,0,0
Nonmetropolitan,VIRGINIA,Albemarle County Police Department,106,1,21,22,62,"1,653",227,"1,375",51,12
Nonmetropolitan,VIRGINIA,Amelia,17,0,1,1,15,133,35,81,17,2
Nonmetropolitan,VIRGINIA,Amherst,28,0,7,2,19,525,63,441,21,2
Nonmetropolitan,VIRGINIA,Appomattox,13,1,2,1,9,127,27,94,6,1
Nonmetropolitan,VIRGINIA,Arlington County Police Department,325,0,23,135,167,"3,739",251,"3,310",178,7
Nonmetropolitan,VIRGINIA,Bedford,43,1,8,4,30,834,278,520,36,2
Nonmetropolitan,VIRGINIA,Botetourt,23,0,2,3,18,286,60,213,13,4
Nonmetropolitan,VIRGINIA,Campbell,49,1,6,7,35,797,147,607,43,2
Nonmetropolitan,VIRGINIA,Caroline,37,0,8,10,19,497,75,403,19,4
Nonmetropolitan,VIRGINIA,Charles City,5,0,1,0,4,17,9,6,2,0
Nonmetropolitan,VIRGINIA,Chesterfield County Police Department,385,8,36,145,196,"6,697","1,535","4,925",237,59
Nonmetropolitan,VIRGINIA,Clarke,9,0,4,2,3,141,34,100,7,1
Nonmetropolitan,VIRGINIA,Craig,5,0,0,0,5,10,0,8,2,0
Nonmetropolitan,VIRGINIA,Cumberland,9,0,1,0,8,34,12,19,3,0
Nonmetropolitan,VIRGINIA,Dinwiddie,43,1,7,6,29,431,131,268,32,1
Nonmetropolitan,VIRGINIA,Fairfax County Police Department,909,11,94,421,383,"14,775","1,007","12,898",870,73
Nonmetropolitan,VIRGINIA,Fauquier,38,1,11,7,19,684,114,535,35,4
Nonmetropolitan,VIRGINIA,Fluvanna,13,0,2,2,9,214,38,156,20,2
Nonmetropolitan,VIRGINIA,Franklin,39,2,4,5,28,632,118,466,48,1
Nonmetropolitan,VIRGINIA,Frederick,76,2,33,13,28,"1,513",337,"1,088",88,5
Nonmetropolitan,VIRGINIA,Giles,24,1,1,0,22,176,42,126,8,1
Nonmetropolitan,VIRGINIA,Gloucester,35,8,3,7,17,522,76,421,25,4
Nonmetropolitan,VIRGINIA,Goochland,32,0,0,3,29,206,46,147,13,0
Nonmetropolitan,VIRGINIA,Greene,26,3,2,2,19,252,24,216,12,2
Nonmetropolitan,VIRGINIA,Hanover,53,2,2,6,43,"1,112",124,925,63,2
Nonmetropolitan,VIRGINIA,Henrico County Police Department,428,10,31,232,155,"7,634","1,276","5,986",372,94
Nonmetropolitan,VIRGINIA,Isle of Wight,30,0,4,6,20,382,97,264,21,2
Nonmetropolitan,VIRGINIA,James City County Police Department,80,2,19,16,43,971,161,786,24,17
Nonmetropolitan,VIRGINIA,King and Queen,10,0,0,0,10,65,27,33,5,0
Nonmetropolitan,VIRGINIA,King William,7,0,2,3,2,102,48,52,2,0
Nonmetropolitan,VIRGINIA,Loudoun,237,1,45,36,155,"2,800",269,"2,377",154,27
Nonmetropolitan,VIRGINIA,Louisa,28,0,10,0,18,324,63,261,0,0
Nonmetropolitan,VIRGINIA,Mathews,6,0,2,0,4,117,27,80,10,0
Nonmetropolitan,VIRGINIA,Montgomery,32,0,11,1,20,508,144,349,15,6
Nonmetropolitan,VIRGINIA,Nelson,6,1,1,0,4,191,45,133,13,0
Nonmetropolitan,VIRGINIA,New Kent,30,0,5,1,24,253,54,185,14,0
Nonmetropolitan,VIRGINIA,Pittsylvania,44,4,10,8,22,663,242,390,31,4
Nonmetropolitan,VIRGINIA,Powhatan,13,3,3,1,6,240,79,147,14,2
Nonmetropolitan,VIRGINIA,Prince George County Police Department,37,0,6,4,27,450,93,336,21,0
Nonmetropolitan,VIRGINIA,Prince William County Police Department,537,3,45,181,308,"6,965",967,"5,603",395,27
Nonmetropolitan,VIRGINIA,Pulaski,33,0,5,2,26,733,117,593,23,2
Nonmetropolitan,VIRGINIA,Roanoke County Police Department,98,0,20,12,66,"1,252",297,918,37,4
Nonmetropolitan,VIRGINIA,Rockingham,42,1,17,1,23,276,73,196,7,4
Nonmetropolitan,VIRGINIA,Scott,22,1,6,3,12,444,125,297,22,1
Nonmetropolitan,VIRGINIA,Spotsylvania,270,3,42,64,161,"2,580",268,"2,216",96,10
Nonmetropolitan,VIRGINIA,Stafford,171,2,34,29,106,"1,950",205,"1,639",106,12
Nonmetropolitan,VIRGINIA,Surry,14,0,1,0,13,53,22,26,5,0
Nonmetropolitan,VIRGINIA,Sussex,9,0,0,3,6,168,40,114,14,1
Nonmetropolitan,VIRGINIA,Warren,19,0,8,2,9,311,37,256,18,2
Nonmetropolitan,VIRGINIA,Washington,32,1,11,3,17,995,217,749,29,7
Nonmetropolitan,VIRGINIA,York,75,3,4,24,44,"1,223",149,"1,042",32,16
Nonmetropolitan,VIRGINIA,Accomack,58,6,11,16,25,563,145,391,27,1
Nonmetropolitan,VIRGINIA,Alleghany,15,1,4,1,9,158,47,103,8,3
Nonmetropolitan,VIRGINIA,Augusta,86,2,13,7,64,817,124,653,40,1
Nonmetropolitan,VIRGINIA,Bland,5,0,1,1,3,49,15,32,2,2
Nonmetropolitan,VIRGINIA,Brunswick,12,1,0,3,8,145,60,65,20,1
Nonmetropolitan,VIRGINIA,Buchanan,27,3,6,1,17,488,131,325,32,0
Nonmetropolitan,VIRGINIA,Buckingham,23,0,5,5,13,238,57,158,23,12
Nonmetropolitan,VIRGINIA,Carroll,28,0,4,2,22,552,165,349,38,6
Nonmetropolitan,VIRGINIA,Charlotte,21,1,1,3,16,121,28,89,4,1
Nonmetropolitan,VIRGINIA,Culpeper,35,2,6,3,24,295,65,199,31,1
Nonmetropolitan,VIRGINIA,Dickenson,16,2,3,2,9,193,37,150,6,8
Nonmetropolitan,VIRGINIA,Essex,13,1,2,1,9,77,34,36,7,1
Nonmetropolitan,VIRGINIA,Floyd,10,0,2,0,8,185,38,139,8,0
Nonmetropolitan,VIRGINIA,Grayson,18,0,5,0,13,171,35,128,8,2
Nonmetropolitan,VIRGINIA,Greensville,16,1,5,3,7,167,53,107,7,0
Nonmetropolitan,VIRGINIA,Halifax,32,1,7,4,20,430,127,272,31,4
Nonmetropolitan,VIRGINIA,Henry,168,7,9,21,131,"1,538",423,"1,039",76,7
Nonmetropolitan,VIRGINIA,King George,22,0,8,4,10,335,65,247,23,2
Nonmetropolitan,VIRGINIA,Lancaster,11,1,5,0,5,120,33,84,3,1
Nonmetropolitan,VIRGINIA,Lee,32,1,4,1,26,198,37,156,5,0
Nonmetropolitan,VIRGINIA,Lunenburg,9,0,3,1,5,118,40,66,12,1
Nonmetropolitan,VIRGINIA,Madison,15,3,1,2,9,119,19,93,7,1
Nonmetropolitan,VIRGINIA,Mecklenburg,25,0,4,3,18,367,101,250,16,7
Nonmetropolitan,VIRGINIA,Middlesex,12,1,1,4,6,161,36,116,9,0
Nonmetropolitan,VIRGINIA,Northampton,15,0,1,3,11,187,59,121,7,0
Nonmetropolitan,VIRGINIA,Northumberland,9,0,2,2,5,146,39,99,8,2
Nonmetropolitan,VIRGINIA,Nottoway,7,0,0,1,6,88,20,63,5,3
Nonmetropolitan,VIRGINIA,Orange,15,0,3,2,10,232,39,183,10,1
Nonmetropolitan,VIRGINIA,Page,12,0,5,1,6,199,58,138,3,7
Nonmetropolitan,VIRGINIA,Patrick,22,0,2,0,20,361,84,247,30,2
Nonmetropolitan,VIRGINIA,Prince Edward,12,0,2,2,8,62,18,37,7,1
Nonmetropolitan,VIRGINIA,Rappahannock,4,0,0,0,4,76,18,52,6,2
Nonmetropolitan,VIRGINIA,Richmond,10,0,2,0,8,35,10,20,5,0
Nonmetropolitan,VIRGINIA,Rockbridge,23,0,2,3,18,268,49,209,10,2
Nonmetropolitan,VIRGINIA,Russell,21,3,1,2,15,352,136,205,11,7
Nonmetropolitan,VIRGINIA,Shenandoah,28,0,4,3,21,418,106,308,4,0
Nonmetropolitan,VIRGINIA,Smyth,40,3,5,0,32,352,62,271,19,5
Nonmetropolitan,VIRGINIA,Southampton,19,0,2,1,16,282,81,176,25,4
Nonmetropolitan,VIRGINIA,Tazewell,26,0,6,1,19,575,177,359,39,5
Nonmetropolitan,VIRGINIA,Westmoreland,10,0,1,1,8,74,14,53,7,0
Nonmetropolitan,VIRGINIA,Wise,37,0,8,2,27,446,121,293,32,3
Nonmetropolitan,VIRGINIA,Wythe,19,0,4,2,13,174,30,134,10,2
Nonmetropolitan,WASHINGTON,Asotin,18,0,0,0,18,215,45,160,10,0
Nonmetropolitan,WASHINGTON,Benton,64,0,10,8,46,645,231,350,64,6
Nonmetropolitan,WASHINGTON,Chelan,36,3,8,3,22,667,189,432,46,2
Nonmetropolitan,WASHINGTON,Clark,248,2,48,65,133,"3,853",924,"2,525",404,27
Nonmetropolitan,WASHINGTON,Cowlitz,78,1,36,4,37,501,189,275,37,11
Nonmetropolitan,WASHINGTON,Douglas,22,1,7,1,13,399,131,239,29,0
Nonmetropolitan,WASHINGTON,Franklin,24,0,4,2,18,168,53,102,13,3
Nonmetropolitan,WASHINGTON,King,430,5,85,127,213,"5,573","2,200","2,749",624,82
Nonmetropolitan,WASHINGTON,Kitsap,441,2,64,52,323,"4,000","1,312","2,387",301,13
Nonmetropolitan,WASHINGTON,Pierce,919,10,88,218,603,"9,585","3,132","5,341","1,112",48
Nonmetropolitan,WASHINGTON,Skamania,10,0,2,0,8,214,52,151,11,0
Nonmetropolitan,WASHINGTON,Spokane,132,3,16,30,83,"3,912","1,189","2,439",284,16
Nonmetropolitan,WASHINGTON,Thurston,294,3,32,24,235,"2,726","1,086","1,502",138,18
Nonmetropolitan,WASHINGTON,Whatcom,132,0,38,7,87,"1,339",485,789,65,12
Nonmetropolitan,WASHINGTON,Yakima,133,7,27,25,74,"2,290",999,995,296,31
Nonmetropolitan,WASHINGTON,Clallam,59,0,8,3,48,850,255,534,61,7
Nonmetropolitan,WASHINGTON,Columbia,7,0,1,0,6,179,42,132,5,0
Nonmetropolitan,WASHINGTON,Ferry,2,0,0,0,2,25,12,12,1,0
Nonmetropolitan,WASHINGTON,Garfield,4,0,1,0,3,62,13,47,2,1
Nonmetropolitan,WASHINGTON,Grant,111,3,7,10,91,"1,472",484,868,120,6
Nonmetropolitan,WASHINGTON,Grays Harbor,24,2,3,2,17,434,158,240,36,2
Nonmetropolitan,WASHINGTON,Island,43,1,13,3,26,773,331,426,16,5
Nonmetropolitan,WASHINGTON,Jefferson,22,0,12,1,9,360,109,236,15,1
Nonmetropolitan,WASHINGTON,Kittitas,20,1,5,2,12,448,158,266,24,1
Nonmetropolitan,WASHINGTON,Lewis,58,0,7,1,50,631,237,351,43,2
Nonmetropolitan,WASHINGTON,Lincoln,8,0,1,1,6,135,43,85,7,2
Nonmetropolitan,WASHINGTON,Mason,101,0,17,5,79,"1,734",665,900,169,4
Nonmetropolitan,WASHINGTON,Okanogan,55,2,4,4,45,308,103,181,24,0
Nonmetropolitan,WASHINGTON,Pacific,13,1,6,1,5,333,163,154,16,1
Nonmetropolitan,WASHINGTON,Pend Oreille,17,0,1,0,16,411,133,252,26,0
Nonmetropolitan,WASHINGTON,San Juan,19,1,1,0,17,177,51,112,14,4
Nonmetropolitan,WASHINGTON,Stevens,26,2,5,2,17,575,226,294,55,0
Nonmetropolitan,WASHINGTON,Wahkiakum,6,0,0,0,6,12,3,9,0,1
Nonmetropolitan,WASHINGTON,Walla Walla,25,0,8,2,15,365,90,251,24,3
Nonmetropolitan,WASHINGTON,Whitman,8,0,0,0,8,58,28,28,2,0
Nonmetropolitan,WEST VIRGINIA,Berkeley,68,4,13,13,38,877,283,554,40,7
Nonmetropolitan,WEST VIRGINIA,Boone,21,0,1,1,19,47,18,20,9,0
Nonmetropolitan,WEST VIRGINIA,Brooke,18,0,4,2,12,83,36,41,6,3
Nonmetropolitan,WEST VIRGINIA,Hampshire,73,1,0,0,72,74,43,27,4,2
Nonmetropolitan,WEST VIRGINIA,Mineral,49,1,1,2,45,38,14,23,1,0
Nonmetropolitan,WEST VIRGINIA,Morgan,10,2,1,2,5,119,51,60,8,1
Nonmetropolitan,WEST VIRGINIA,Preston,54,0,3,1,50,247,127,110,10,1
Nonmetropolitan,WEST VIRGINIA,Putnam,49,1,5,2,41,210,57,143,10,0
Nonmetropolitan,WEST VIRGINIA,Barbour,3,0,0,0,3,10,5,5,0,0
Nonmetropolitan,WEST VIRGINIA,Braxton,13,0,0,1,12,54,12,38,4,1
Nonmetropolitan,WEST VIRGINIA,Grant,4,0,0,0,4,16,7,9,0,2
Nonmetropolitan,WEST VIRGINIA,Hardy,7,0,0,0,7,35,15,15,5,0
Nonmetropolitan,WEST VIRGINIA,Harrison,35,3,0,3,29,347,140,190,17,2
Nonmetropolitan,WEST VIRGINIA,Jackson,5,0,0,0,5,36,3,27,6,0
Nonmetropolitan,WEST VIRGINIA,Lewis,5,0,0,0,5,3,2,1,0,0
Nonmetropolitan,WEST VIRGINIA,Logan,54,0,1,0,53,23,10,10,3,1
Nonmetropolitan,WEST VIRGINIA,Mason,4,0,1,0,3,164,0,144,20,0
Nonmetropolitan,WEST VIRGINIA,McDowell,24,1,2,2,19,113,43,63,7,4
Nonmetropolitan,WEST VIRGINIA,Mingo,7,0,0,0,7,7,2,4,1,0
